web-scraper-order,web-scraper-start-url,link,link-href,info,info-href,loupan,dizhi,leixing,jibie,jiejian,wuyefei,kongtiaoleixing,ketishu,huotishu,cheweiyuezujin,dishangcheweishu,wangluotongxun,dixiacheweishu,wuyegongsi,louneipeitao,companies,security,floors,year,zongmianji,biaozhuncengmianji,biaozhuncenggao,Dixiachewei,jinggao,kaifashang,datangcenggao,shewai,kezhuce,kaijianmianji,waiqiang,rent
"1529413514-1415","https://sh.xzl.anjuke.com/loupan/p63/","民族大厦","/loupan/225847?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/225847","民族大厦","黄浦-打浦桥-肇嘉浜路212号","写字楼","甲级","暂无数据","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","11层","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","是","是","暂无","暂无","4.56元/m²•天"
"1529421578-2799","https://sh.xzl.anjuke.com/loupan/p16/","半岛科技园","/loupan/11289?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/11289","半岛科技园","浦东-张江-浦东达尔文路88号(近高科中路)5号楼","写字楼","乙级","新希望置业有限公司在张江高科技园区选址，着手建设高档别墅办公区域——半岛科技园，该项目于2005年6月正式开工建设。该项目位于上海张江高科技园区，由高科路、达尔文路、白莲泾、吕家浜两路两河围成了一个独立的半岛地形，楼借水势，故名“半岛科技园”。　　该项目总占地面积约4.2万m2，建筑面积约3.8万m2，容积率0.8，是由5-6层1300-2400 m2、以自然流畅的流线型布置的19栋独立办公别墅组","12元/平米•月","分体空调","1部","1部","750元/月","90个","电信、联通、移动","300个","暂无","食堂","企业名称：聚星天华（天津）文化传播，所属行业：广告/媒体、企业名称：上海全众人才交流有限公司，所属行业：专业服务/教育/培训、企业名称：上海英华检测科技有限公司，所属行业：政府/非赢利机构/其他、企业名称：上海红之盟网络科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海宏昊节能科技有限公司，所属行业：能源/原材料","食堂","6层","2007年1月","42000m²","400m²","3.7米","300个","3米","上海新希望房地产开发有限公司","3.9米","是","是","12m²、991m²、920m²、192m²、419m²、300m²、000m²、000m²、000m²、000m²、000m²","大理石","4.06元/m²•天"
"1529417403-2012","https://sh.xzl.anjuke.com/loupan/p43/","大宁易园","/loupan/227241?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/227241","大宁易园","静安-大宁绿地-彭江路602号","创意园区","乙级","大宁•易园座落闸北区彭江路602号，毗邻大宁商务圈，是中国首个电子商服务园，设计理念是花园式办公园，也是德必 “易园系列“第三个园区，在园林设计中延续“易园”系列风格，采用原生态的景观，强调天和地充分接触融合的氛围；继续颠覆传统办公楼一成不变的局促空间，改变人们对办公空间的固有认识。由此，一个集“创意”、“创新”、“自然”、“时尚”“产业”于一体的多元化文化创意办公园区——大宁.易园，横空出世。","10.9元/平米•月","分体空调","3部","1部","300元/月","300个","电信、联通","200个","德必","食堂、ATM、餐饮、便利店、会议室、会展中心","暂无","食堂、ATM、餐饮、便利店、会议室、会展中心","4层","2012年10月","50000m²","4m²","5.95米","200个","5.9米","上海闸北德必文化创意产业发展有限公司","6米","是","是","200m²","涂料","4.06元/m²•天"
"1529422181-2921","https://sh.xzl.anjuke.com/loupan/p12/","香港名都","/loupan/10900?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10900","香港名都","黄浦-城隍庙-复兴东路733号","写字楼","甲级","项目介绍:香港名都项目总投资达10亿元人民币，占地面积13220平方米，总建筑面积95571平方米。项目规划建造有M Square大型购物商场、“香港名都”高级公寓及公寓式办公楼等。香港名项目整体建筑设计由凯达环球负责，商场内部设计由 Benoy公司完成。物业管理公司为港铁房地产管理有限公司。香港名都紧临豫园旅游商业区，东连外滩；南靠世博会展馆；西临淮海路商业街；北接南京路步行街。香港名都位于黄浦","16元/平米•月","集中式中央空调","3部","1部","1200元/月","10个","电信、联通、移动","220个","港铁（北京）房地产管理有限公司","餐饮","企业名称：上海奥哈里国际贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：居适家，所属行业：贸易/消费/制造/营运、企业名称：山海亭，所属行业：贸易/消费/制造/营运、企业名称：ZITI综合馆，所属行业：贸易/消费/制造/营运、企业名称：甜言物语，所属行业：贸易/消费/制造/营运","餐饮","18层","2011年4月","96000m²","1220m²","3米","220个","2.6米","上海新达利房地产发展有限公司","6米","是","是","190m²、220m²、250m²、330m²","大理石","暂无数据"
"1529415976-1800","https://sh.xzl.anjuke.com/loupan/p50/","君誉江畔","/loupan/324271?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/324271","君誉江畔","浦东-塘桥-浦东南路1969号（浦东南路东方路交叉口）","综合写字楼","甲级","暂无数据","9.8元/平米•月","集中式中央空调","6部","1部","暂无","暂无","电信","暂无","戴德梁行","银行、会议室","暂无","银行、会议室","27层","2012年1月","45990m²","暂无","暂无","暂无","暂无","上海华屋经济发展有限公司","暂无","否","是","53-88m²","暂无","暂无数据"
"1529419157-2359","https://sh.xzl.anjuke.com/loupan/p31/","建工•汇豪商务广场","/loupan/383319?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/383319","建工•汇豪商务广场","徐汇-徐家汇-吴中路51号","写字楼","甲级","暂无数据","25.9元/平米•月","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","是","是","暂无","暂无","5.07元/m²•天"
"1529417032-1955","https://sh.xzl.anjuke.com/loupan/p45/","歆翱国际商务园","/loupan/401684?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/401684","歆翱国际商务园","嘉定-嘉定城区-爱特路,近嘉闵高架路","商业综合体","甲级","暂无数据","8元/平米•月","暂无","暂无","暂无","暂无","暂无","暂无","暂无","上海歆翱物业服务有限公司","暂无","暂无","暂无","12层","2008年1月","暂无","暂无","暂无","暂无","暂无","上海歆翱实业有限公司","暂无","是","是","暂无","暂无","2.53元/m²•天"
"1529420111-2481","https://sh.xzl.anjuke.com/loupan/p27/","富丽大厦","/loupan/10016?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10016","富丽大厦","普陀-长寿路-江宁路1286号","综合写字楼","甲级","富丽大厦座落上海市江宁路普陀路口，距上海三纵三横主干道之一的长寿路仅百米，其两面临街，人气旺盛，交通便捷，环境典雅。设计为高智能化国际商务办公公寓楼宇，总建筑面积30509平方米，楼高100M，主楼26层。特设信息高速网络系统，光纤进大楼，百兆到楼层，十兆到桌面，更有超级链接到ICP，国内外信息尽收眼底","8元/平米•月","分体空调","3部","1部","400元/月","110个","电信","12个","中海物业管理（上海）有限公司","银行、ATM、餐饮、便利店、食堂、干洗店、商务中心、会议室、会展中心","企业名称：上海东吉数码科技有限公司   ，所属行业：计算机/互联网/通信/电子、企业名称：上海正德拍卖有限公司，所属行业：专业服务/教育/培训、企业名称：凯铁机车配件有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海协策网络科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：香港宏辉开发有限公司，所属行业：贸易/消费/制造/营运","银行、ATM、餐饮、便利店、食堂、干洗店、商务中心、会议室、会展中心","25层","2000年1月","30509m²","935m²","2.8米","12个","2.7米","上海富丽房地产开发公司","5米","否","是","2m²","大理石","暂无数据"
"1529410215-874","https://sh.xzl.anjuke.com/loupan/p81/","百科苑大厦","/loupan/10934?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10934","百科苑大厦","长宁-虹桥开发区-仙霞路321号","写字楼","丙级","百科苑大厦位于上海市仙霞路321号。交通便捷、租金合理、设施齐全、装修现代、物业管理周到、为商家提供一流的商务服务、房型布局合理、灵活分割可满足各企业人性化的设计追求、是企业领袖精明睿智之选择。","8元/平米•月","集中式中央空调、分体空调","4部","2部","300元/月","100个","电信、联通","200个","虹桥物业发展公司","商务中心、会议室","企业名称：南讯集团-上海贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海盛强房地产联合发展有限公司，所属行业：房地产/建筑、企业名称：江陵空调（厦门）有限公司上海分公司，所属行业：贸易/消费/制造/营运、企业名称：LOUNGE_FIVE，所属行业：贸易/消费/制造/营运","商务中心、会议室","7层","1995年2月","53829m²","25000m²","4.2米","200个","4米","上海佳华房地产有限公司","5.7米","否","是","50m²、100m²","面砖","暂无数据"
"1529416216-1836","https://sh.xzl.anjuke.com/loupan/p49/","优豪创展中心","/loupan/10335?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10335","优豪创展中心","虹口-曲阳-赤峰路433号","写字楼","乙级","优豪创展中心位于虹口区内环内核心地段，项目附近有双地铁交汇，众多公交线路环伺，出入简捷自如，尽握城市财富脉搏。曲阳商圈辐射范围，距家乐福约300米；上海外国语大学、同济大学、复旦大学等学府环绕周围，成型无可复制的文脉厚度。传统的大柏树钢铁贸易基地，新兴发展的货代产业，提供城市经济中心的产业支撑。","7元/平米•月","分体空调","3部","1部","500元/月","11个","电信、联通、移动","31个","徐汇徐房物业管理有限公司","便利店、会议室、会展中心","企业名称：上海昕慧物资有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海新弘商投资发展有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海金牌学习中心，所属行业：专业服务/教育/培训、企业名称：东宸房地产开发有限公司，所属行业：房地产/建筑、企业名称：上海市虹口区军队离休退休干部，所属行业：政府/非赢利机构/其他","便利店、会议室、会展中心","7层","2010年10月","15764m²","1800m²","3.15米","31个","2.6米","上海东宸房地产开发有限公司","7米","是","是","48m²、56m²、86m²、117m²、136m²","玻璃幕墙","暂无数据"
"1529406541-143","https://sh.xzl.anjuke.com/loupan/p105/","璞邸","/loupan/11705?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/11705","璞邸","松江-松江老城-谷阳南路28弄","商业综合体","乙级","璞邸地处上海市松江区谷阳南路，是由上海大江（集团）股份有限公司投资，上海阳雷置业有限公司开发的建筑。","3.85元/平米•月","集中式中央空调","2部","1部","暂无","暂无","电信","120个","上海倍趣物业服务发展有限公司","ATM","暂无","ATM","11层","2011年1月","10225m²","暂无","4.5米","120个","3.2米","上海阳雷置业有限公司","暂无","否","否","40-93m²","玻璃幕墙","暂无数据"
"1529422363-2957","https://sh.xzl.anjuke.com/loupan/p11/","李子园大厦","/loupan/199831?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/199831","李子园大厦","普陀-李子园-交通路4703弄","写字楼","甲级","李子园大厦位于正在重点开发的真如副中心内。总高18层，单层面积1000平方米。分为传统型和专修型办公室，面积可惜有分割。
该大厦就在11号线李子园站点边，距西站、高速路双向砸到一步之遥，为您的工作、出行带来便利。大厦设有商务中心及传统型办公室两种模式，您可以根据自己的实际需要进行选择。","12元/平米•月","分体空调","3部","1部","400元/月","50个","电信、联通、移动、卫通","100个","上海金明房地产物业管理有限公司","食堂、银行、ATM、餐饮、便利店、商务中心、会议室","企业名称：矩腾网络技术有限公司，所属行业：计算机/互联网/通信/电子、企业名称：泰柯棕化（张家港）有限公司，所属行业：贸易/消费/制造/营运、企业名称：济丰包装（上海）有限公司，所属行业：贸易/消费/制造/营运、企业名称：中核华兴达丰机械工程有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海元钧环保科技有限公司，所属行业：政府/非赢利机构/其他、企业名称：上海安诚财务公司，所属行业：会计/金融/银行/保险","食堂、银行、ATM、餐饮、便利店、商务中心、会议室","18层","2008年3月","75000m²","770m²","3米","100个","2.5米","上海金明投资集团有限公司","4米","否","是","40m²、63m²、127m²、178m²","玻璃幕墙","3.04元/m²•天"
